Segment,Country,Customer_ID,Product,Product_ID,Discount Band,Units Sold, Manufacturing Price , Sale Price , Gross Sales ,  Sales , COGS , Profit ,Date,Month Number,Month Name,Year
Midmarket,France,CUST_ID_028,Paseo,PROD_ID_003,Medium,3801, $10.00 , $15.00 ," $57,015.00 "," $53,594.10 "," $38,010.00 "," $15,584.10 ",4/1/2019,4,Apr,2019
Government,USA,CUST_ID_123,Carretera,PROD_ID_003,Medium,1118, $3.00 , $20.00 ," $22,350.00 "," $21,009.00 "," $11,175.00 "," $9,834.00 ",1/1/2019,1,Jan,2019
Midmarket,Canada,CUST_ID_124,Carretera,PROD_ID_003,Medium,2844, $3.00 , $15.00 ," $42,660.00 "," $40,100.40 "," $28,440.00 "," $11,660.40 ",6/1/2019,6,Jun,2019
Channel Partners,Mexico,CUST_ID_125,Carretera,PROD_ID_004,Medium,562, $3.00 , $12.00 ," $6,744.00 "," $6,339.36 "," $1,686.00 "," $4,653.36 ",9/1/2019,9,Sep,2019
Channel Partners,Canada,CUST_ID_056,Carretera,PROD_ID_004,Medium,2299, $3.00 , $12.00 ," $27,588.00 "," $25,932.72 "," $6,897.00 "," $19,035.72 ",10/1/2018,10,Oct,2018
Midmarket,USA,CUST_ID_105,Carretera,PROD_ID_004,Medium,2030, $3.00 , $15.00 ," $30,450.00 "," $28,623.00 "," $20,300.00 "," $8,323.00 ",11/1/2019,11,Nov,2019
Government,USA,CUST_ID_126,Carretera,PROD_ID_006,Medium,263, $3.00 , $7.00 ," $1,841.00 "," $1,730.54 "," $1,315.00 ", $415.54 ,11/1/2018,11,Nov,2018
Enterprise,Germany,CUST_ID_127,Carretera,PROD_ID_006,Medium,887, $3.00 , $125.00 ," $110,875.00 "," $104,222.50 "," $106,440.00 "," $(2,217.50)",12/1/2018,12,Dec,2018
Government,Mexico,CUST_ID_073,Montana,PROD_ID_006,Medium,980, $5.00 , $350.00 ," $343,000.00 "," $322,420.00 "," $254,800.00 "," $67,620.00 ",4/1/2019,4,Apr,2019
Government,Germany,CUST_ID_064,Montana,PROD_ID_006,Medium,1460, $5.00 , $350.00 ," $511,000.00 "," $480,340.00 "," $379,600.00 "," $100,740.00 ",5/1/2019,5,May,2019
Government,France,CUST_ID_065,Montana,PROD_ID_006,Medium,1403, $5.00 , $7.00 ," $9,821.00 "," $9,231.74 "," $7,015.00 "," $2,216.74 ",10/1/2018,10,Oct,2018
Channel Partners,USA,CUST_ID_128,Montana,PROD_ID_006,Medium,2723, $5.00 , $12.00 ," $32,676.00 "," $30,715.44 "," $8,169.00 "," $22,546.44 ",11/1/2019,11,Nov,2019
Government,France,CUST_ID_085,Paseo,PROD_ID_005,Medium,1496, $10.00 , $350.00 ," $523,600.00 "," $492,184.00 "," $388,960.00 "," $103,224.00 ",6/1/2019,6,Jun,2019
Channel Partners,Canada,CUST_ID_048,Paseo,PROD_ID_005,Medium,2299, $10.00 , $12.00 ," $27,588.00 "," $25,932.72 "," $6,897.00 "," $19,035.72 ",10/1/2018,10,Oct,2018
Government,USA,CUST_ID_020,Paseo,PROD_ID_005,Medium,727, $10.00 , $350.00 ," $254,450.00 "," $239,183.00 "," $189,020.00 "," $50,163.00 ",10/1/2018,10,Oct,2018
Enterprise,Canada,CUST_ID_084,Velo,PROD_ID_005,Medium,952, $120.00 , $125.00 ," $119,000.00 "," $111,860.00 "," $114,240.00 "," $(2,380.00)",2/1/2019,2,Feb,2019
Enterprise,USA,CUST_ID_037,Velo,PROD_ID_001,Medium,2755, $120.00 , $125.00 ," $344,375.00 "," $323,712.50 "," $330,600.00 "," $(6,887.50)",2/1/2019,2,Feb,2019
Midmarket,Germany,CUST_ID_129,Velo,PROD_ID_001,Medium,1530, $120.00 , $15.00 ," $22,950.00 "," $21,573.00 "," $15,300.00 "," $6,273.00 ",5/1/2019,5,May,2019
Government,France,CUST_ID_059,Velo,PROD_ID_001,Medium,1496, $120.00 , $350.00 ," $523,600.00 "," $492,184.00 "," $388,960.00 "," $103,224.00 ",6/1/2019,6,Jun,2019
Government,Mexico,CUST_ID_079,Velo,PROD_ID_001,Medium,1498, $120.00 , $7.00 ," $10,486.00 "," $9,856.84 "," $7,490.00 "," $2,366.84 ",6/1/2019,6,Jun,2019
Small Business,France,CUST_ID_068,Velo,PROD_ID_001,Medium,1221, $120.00 , $300.00 ," $366,300.00 "," $344,322.00 "," $305,250.00 "," $39,072.00 ",10/1/2018,10,Oct,2018
Government,France,CUST_ID_121,Velo,PROD_ID_002,Medium,2076, $120.00 , $350.00 ," $726,600.00 "," $683,004.00 "," $539,760.00 "," $143,244.00 ",10/1/2018,10,Oct,2018
Midmarket,Canada,CUST_ID_122,VTT,PROD_ID_002,Medium,2844, $250.00 , $15.00 ," $42,660.00 "," $40,100.40 "," $28,440.00 "," $11,660.40 ",6/1/2019,6,Jun,2019
Government,Mexico,CUST_ID_025,VTT,PROD_ID_002,Medium,1498, $250.00 , $7.00 ," $10,486.00 "," $9,856.84 "," $7,490.00 "," $2,366.84 ",6/1/2019,6,Jun,2019
Small Business,France,CUST_ID_069,VTT,PROD_ID_002,Medium,1221, $250.00 , $300.00 ," $366,300.00 "," $344,322.00 "," $305,250.00 "," $39,072.00 ",10/1/2018,10,Oct,2018
Government,Mexico,CUST_ID_023,VTT,PROD_ID_002,Medium,1123, $250.00 , $20.00 ," $22,460.00 "," $21,112.40 "," $11,230.00 "," $9,882.40 ",11/1/2018,11,Nov,2018
Small Business,Canada,CUST_ID_005,VTT,PROD_ID_002,Medium,2436, $250.00 , $300.00 ," $730,800.00 "," $686,952.00 "," $609,000.00 "," $77,952.00 ",12/1/2018,12,Dec,2018
Enterprise,France,CUST_ID_122,Amarilla,PROD_ID_002,Medium,1988, $260.00 , $125.00 ," $248,437.50 "," $233,531.25 "," $238,500.00 "," $(4,968.75)",1/1/2019,1,Jan,2019
Government,Mexico,CUST_ID_051,Amarilla,PROD_ID_002,Medium,1679, $260.00 , $350.00 ," $587,650.00 "," $552,391.00 "," $436,540.00 "," $115,851.00 ",9/1/2019,9,Sep,2019
Government,USA,CUST_ID_023,Amarilla,PROD_ID_002,Medium,727, $260.00 , $350.00 ," $254,450.00 "," $239,183.00 "," $189,020.00 "," $50,163.00 ",10/1/2018,10,Oct,2018
Government,France,CUST_ID_007,Amarilla,PROD_ID_003,Medium,1403, $260.00 , $7.00 ," $9,821.00 "," $9,231.74 "," $7,015.00 "," $2,216.74 ",10/1/2018,10,Oct,2018
Government,France,CUST_ID_075,Amarilla,PROD_ID_004,Medium,2076, $260.00 , $350.00 ," $726,600.00 "," $683,004.00 "," $539,760.00 "," $143,244.00 ",10/1/2018,10,Oct,2018
Government,France,CUST_ID_089,Montana,PROD_ID_004,Medium,1757, $5.00 , $20.00 ," $35,140.00 "," $33,031.60 "," $17,570.00 "," $15,461.60 ",10/1/2018,10,Oct,2018
Midmarket,USA,CUST_ID_130,Paseo,PROD_ID_004,Medium,2198, $10.00 , $15.00 ," $32,970.00 "," $30,991.80 "," $21,980.00 "," $9,011.80 ",8/1/2019,8,Aug,2019
Midmarket,Germany,CUST_ID_063,Paseo,PROD_ID_004,Medium,1743, $10.00 , $15.00 ," $26,145.00 "," $24,576.30 "," $17,430.00 "," $7,146.30 ",8/1/2019,8,Aug,2019
Midmarket,USA,CUST_ID_034,Paseo,PROD_ID_004,Medium,1153, $10.00 , $15.00 ," $17,295.00 "," $16,257.30 "," $11,530.00 "," $4,727.30 ",10/1/2019,10,Oct,2019
Government,France,CUST_ID_042,Paseo,PROD_ID_005,Medium,1757, $10.00 , $20.00 ," $35,140.00 "," $33,031.60 "," $17,570.00 "," $15,461.60 ",10/1/2018,10,Oct,2018
Government,Germany,CUST_ID_016,Velo,PROD_ID_003,Medium,1001, $120.00 , $20.00 ," $20,020.00 "," $18,818.80 "," $10,010.00 "," $8,808.80 ",8/1/2019,8,Aug,2019
Government,Mexico,CUST_ID_067,Velo,PROD_ID_004,Medium,1333, $120.00 , $7.00 ," $9,331.00 "," $8,771.14 "," $6,665.00 "," $2,106.14 ",11/1/2019,11,Nov,2019
Midmarket,USA,CUST_ID_112,VTT,PROD_ID_001,Medium,1153, $250.00 , $15.00 ," $17,295.00 "," $16,257.30 "," $11,530.00 "," $4,727.30 ",10/1/2019,10,Oct,2019
Channel Partners,Mexico,CUST_ID_044,Carretera,PROD_ID_002,Medium,727, $3.00 , $12.00 ," $8,724.00 "," $8,113.32 "," $2,181.00 "," $5,932.32 ",2/1/2019,2,Feb,2019
Channel Partners,Canada,CUST_ID_020,Carretera,PROD_ID_005,Medium,1884, $3.00 , $12.00 ," $22,608.00 "," $21,025.44 "," $5,652.00 "," $15,373.44 ",8/1/2019,8,Aug,2019
Government,Mexico,CUST_ID_057,Carretera,PROD_ID_005,Medium,1834, $3.00 , $20.00 ," $36,680.00 "," $34,112.40 "," $18,340.00 "," $15,772.40 ",9/1/2018,9,Sep,2018
Channel Partners,Mexico,CUST_ID_131,Montana,PROD_ID_001,Medium,2340, $5.00 , $12.00 ," $28,080.00 "," $26,114.40 "," $7,020.00 "," $19,094.40 ",1/1/2019,1,Jan,2019
Channel Partners,France,CUST_ID_080,Montana,PROD_ID_001,Medium,2342, $5.00 , $12.00 ," $28,104.00 "," $26,136.72 "," $7,026.00 "," $19,110.72 ",11/1/2019,11,Nov,2019
Government,France,CUST_ID_080,Paseo,PROD_ID_001,Medium,1031, $10.00 , $7.00 ," $7,217.00 "," $6,711.81 "," $5,155.00 "," $1,556.81 ",9/1/2018,9,Sep,2018
Midmarket,Canada,CUST_ID_022,Velo,PROD_ID_001,Medium,1262, $120.00 , $15.00 ," $18,930.00 "," $17,604.90 "," $12,620.00 "," $4,984.90 ",5/1/2019,5,May,2019
Government,Canada,CUST_ID_004,Velo,PROD_ID_002,Medium,1135, $120.00 , $7.00 ," $7,945.00 "," $7,388.85 "," $5,675.00 "," $1,713.85 ",6/1/2019,6,Jun,2019
Government,USA,CUST_ID_023,Velo,PROD_ID_002,Medium,547, $120.00 , $7.00 ," $3,829.00 "," $3,560.97 "," $2,735.00 ", $825.97 ,11/1/2019,11,Nov,2019
Government,Canada,CUST_ID_069,Velo,PROD_ID_002,Medium,1582, $120.00 , $7.00 ," $11,074.00 "," $10,298.82 "," $7,910.00 "," $2,388.82 ",12/1/2019,12,Dec,2019
Channel Partners,France,CUST_ID_116,VTT,PROD_ID_002,Medium,1739, $250.00 , $12.00 ," $20,862.00 "," $19,401.66 "," $5,215.50 "," $14,186.16 ",4/1/2019,4,Apr,2019
Channel Partners,Germany,CUST_ID_027,VTT,PROD_ID_002,Medium,2215, $250.00 , $12.00 ," $26,580.00 "," $24,719.40 "," $6,645.00 "," $18,074.40 ",9/1/2018,9,Sep,2018
Government,Canada,CUST_ID_051,VTT,PROD_ID_002,Medium,1582, $250.00 , $7.00 ," $11,074.00 "," $10,298.82 "," $7,910.00 "," $2,388.82 ",12/1/2019,12,Dec,2019
Government,Canada,CUST_ID_006,Amarilla,PROD_ID_002,Medium,1135, $260.00 , $7.00 ," $7,945.00 "," $7,388.85 "," $5,675.00 "," $1,713.85 ",6/1/2019,6,Jun,2019
Government,USA,CUST_ID_004,Carretera,PROD_ID_002,Medium,1761, $3.00 , $350.00 ," $616,350.00 "," $573,205.50 "," $457,860.00 "," $115,345.50 ",3/1/2019,3,Mar,2019
Small Business,France,CUST_ID_027,Carretera,PROD_ID_002,Medium,448, $3.00 , $300.00 ," $134,400.00 "," $124,992.00 "," $112,000.00 "," $12,992.00 ",6/1/2019,6,Jun,2019
Small Business,France,CUST_ID_027,Carretera,PROD_ID_002,Medium,2181, $3.00 , $300.00 ," $654,300.00 "," $608,499.00 "," $545,250.00 "," $63,249.00 ",10/1/2019,10,Oct,2019
Government,France,CUST_ID_024,Montana,PROD_ID_002,Medium,1976, $5.00 , $20.00 ," $39,520.00 "," $36,753.60 "," $19,760.00 "," $16,993.60 ",10/1/2019,10,Oct,2019
Small Business,France,CUST_ID_132,Montana,PROD_ID_003,Medium,2181, $5.00 , $300.00 ," $654,300.00 "," $608,499.00 "," $545,250.00 "," $63,249.00 ",10/1/2019,10,Oct,2019
Enterprise,Germany,CUST_ID_054,Montana,PROD_ID_003,Medium,2500, $5.00 , $125.00 ," $312,500.00 "," $290,625.00 "," $300,000.00 "," $(9,375.00)",11/1/2018,11,Nov,2018
Small Business,Canada,CUST_ID_081,Paseo,PROD_ID_004,Medium,1702, $10.00 , $300.00 ," $510,600.00 "," $474,858.00 "," $425,500.00 "," $49,358.00 ",5/1/2019,5,May,2019
Small Business,France,CUST_ID_008,Paseo,PROD_ID_004,Medium,448, $10.00 , $300.00 ," $134,400.00 "," $124,992.00 "," $112,000.00 "," $12,992.00 ",6/1/2019,6,Jun,2019
Enterprise,Germany,CUST_ID_093,Paseo,PROD_ID_006,Medium,3513, $10.00 , $125.00 ," $439,125.00 "," $408,386.25 "," $421,560.00 "," $(13,173.75)",7/1/2019,7,Jul,2019
Midmarket,France,CUST_ID_092,Paseo,PROD_ID_006,Medium,2101, $10.00 , $15.00 ," $31,515.00 "," $29,308.95 "," $21,010.00 "," $8,298.95 ",8/1/2019,8,Aug,2019
Midmarket,USA,CUST_ID_035,Paseo,PROD_ID_006,Medium,2931, $10.00 , $15.00 ," $43,965.00 "," $40,887.45 "," $29,310.00 "," $11,577.45 ",9/1/2018,9,Sep,2018
Government,France,CUST_ID_072,Paseo,PROD_ID_002,Medium,1535, $10.00 , $20.00 ," $30,700.00 "," $28,551.00 "," $15,350.00 "," $13,201.00 ",9/1/2019,9,Sep,2019
Small Business,Germany,CUST_ID_040,Paseo,PROD_ID_002,Medium,1123, $10.00 , $300.00 ," $336,900.00 "," $313,317.00 "," $280,750.00 "," $32,567.00 ",9/1/2018,9,Sep,2018
Small Business,Canada,CUST_ID_060,Paseo,PROD_ID_002,Medium,1404, $10.00 , $300.00 ," $421,200.00 "," $391,716.00 "," $351,000.00 "," $40,716.00 ",11/1/2018,11,Nov,2018
Channel Partners,Mexico,CUST_ID_133,Paseo,PROD_ID_003,Medium,2763, $10.00 , $12.00 ," $33,156.00 "," $30,835.08 "," $8,289.00 "," $22,546.08 ",11/1/2018,11,Nov,2018
Government,Germany,CUST_ID_034,Paseo,PROD_ID_004,Medium,2125, $10.00 , $7.00 ," $14,875.00 "," $13,833.75 "," $10,625.00 "," $3,208.75 ",12/1/2018,12,Dec,2018
Small Business,France,CUST_ID_093,Velo,PROD_ID_006,Medium,1659, $120.00 , $300.00 ," $497,700.00 "," $462,861.00 "," $414,750.00 "," $48,111.00 ",7/1/2019,7,Jul,2019
Government,Mexico,CUST_ID_076,Velo,PROD_ID_006,Medium,609, $120.00 , $20.00 ," $12,180.00 "," $11,327.40 "," $6,090.00 "," $5,237.40 ",8/1/2019,8,Aug,2019
Enterprise,Germany,CUST_ID_088,Velo,PROD_ID_005,Medium,2087, $120.00 , $125.00 ," $260,875.00 "," $242,613.75 "," $250,440.00 "," $(7,826.25)",9/1/2019,9,Sep,2019
Government,France,CUST_ID_010,Velo,PROD_ID_005,Medium,1976, $120.00 , $20.00 ," $39,520.00 "," $36,753.60 "," $19,760.00 "," $16,993.60 ",10/1/2019,10,Oct,2019
Government,USA,CUST_ID_021,Velo,PROD_ID_005,Medium,1421, $120.00 , $20.00 ," $28,420.00 "," $26,430.60 "," $14,210.00 "," $12,220.60 ",12/1/2018,12,Dec,2018
Small Business,USA,CUST_ID_134,Velo,PROD_ID_005,Medium,1372, $120.00 , $300.00 ," $411,600.00 "," $382,788.00 "," $343,000.00 "," $39,788.00 ",12/1/2019,12,Dec,2019
Government,Germany,CUST_ID_108,Velo,PROD_ID_005,Medium,588, $120.00 , $20.00 ," $11,760.00 "," $10,936.80 "," $5,880.00 "," $5,056.80 ",12/1/2018,12,Dec,2018
Channel Partners,Canada,CUST_ID_057,VTT,PROD_ID_005,Medium,3245, $250.00 , $12.00 ," $38,934.00 "," $36,208.62 "," $9,733.50 "," $26,475.12 ",1/1/2019,1,Jan,2019
Small Business,France,CUST_ID_021,VTT,PROD_ID_005,Medium,959, $250.00 , $300.00 ," $287,700.00 "," $267,561.00 "," $239,750.00 "," $27,811.00 ",2/1/2019,2,Feb,2019
Small Business,Mexico,CUST_ID_059,VTT,PROD_ID_001,Medium,2747, $250.00 , $300.00 ," $824,100.00 "," $766,413.00 "," $686,750.00 "," $79,663.00 ",2/1/2019,2,Feb,2019
Enterprise,Canada,CUST_ID_013,Amarilla,PROD_ID_001,Medium,1645, $260.00 , $125.00 ," $205,625.00 "," $191,231.25 "," $197,400.00 "," $(6,168.75)",5/1/2019,5,May,2019
Government,France,CUST_ID_111,Amarilla,PROD_ID_001,Medium,2876, $260.00 , $350.00 ," $1,006,600.00 "," $936,138.00 "," $747,760.00 "," $188,378.00 ",9/1/2019,9,Sep,2019
Enterprise,Germany,CUST_ID_052,Amarilla,PROD_ID_002,Medium,994, $260.00 , $125.00 ," $124,250.00 "," $115,552.50 "," $119,280.00 "," $(3,727.50)",9/1/2018,9,Sep,2018
Government,Canada,CUST_ID_115,Amarilla,PROD_ID_002,Medium,1118, $260.00 , $20.00 ," $22,360.00 "," $20,794.80 "," $11,180.00 "," $9,614.80 ",11/1/2019,11,Nov,2019
Small Business,USA,CUST_ID_051,Amarilla,PROD_ID_002,Medium,1372, $260.00 , $300.00 ," $411,600.00 "," $382,788.00 "," $343,000.00 "," $39,788.00 ",12/1/2019,12,Dec,2019
Government,Canada,CUST_ID_003,Montana,PROD_ID_002,Medium,488, $5.00 , $7.00 ," $3,416.00 "," $3,142.72 "," $2,440.00 ", $702.72 ,2/1/2019,2,Feb,2019
Government,USA,CUST_ID_027,Montana,PROD_ID_002,Medium,1282, $5.00 , $20.00 ," $25,640.00 "," $23,588.80 "," $12,820.00 "," $10,768.80 ",6/1/2019,6,Jun,2019
Government,Canada,CUST_ID_116,Paseo,PROD_ID_002,Medium,257, $10.00 , $7.00 ," $1,799.00 "," $1,655.08 "," $1,285.00 ", $370.08 ,5/1/2019,5,May,2019
Government,USA,CUST_ID_027,Amarilla,PROD_ID_002,Medium,1282, $260.00 , $20.00 ," $25,640.00 "," $23,588.80 "," $12,820.00 "," $10,768.80 ",6/1/2019,6,Jun,2019
Enterprise,Mexico,CUST_ID_002,Carretera,PROD_ID_002,Medium,1540, $3.00 , $125.00 ," $192,500.00 "," $177,100.00 "," $184,800.00 "," $(7,700.00)",8/1/2019,8,Aug,2019
Midmarket,France,CUST_ID_115,Carretera,PROD_ID_002,Medium,490, $3.00 , $15.00 ," $7,350.00 "," $6,762.00 "," $4,900.00 "," $1,862.00 ",11/1/2019,11,Nov,2019
Government,Mexico,CUST_ID_027,Carretera,PROD_ID_002,Medium,1362, $3.00 , $350.00 ," $476,700.00 "," $438,564.00 "," $354,120.00 "," $84,444.00 ",12/1/2019,12,Dec,2019
Midmarket,France,CUST_ID_135,Montana,PROD_ID_003,Medium,2501, $5.00 , $15.00 ," $37,515.00 "," $34,513.80 "," $25,010.00 "," $9,503.80 ",3/1/2019,3,Mar,2019
Government,Canada,CUST_ID_091,Montana,PROD_ID_003,Medium,708, $5.00 , $20.00 ," $14,160.00 "," $13,027.20 "," $7,080.00 "," $5,947.20 ",6/1/2019,6,Jun,2019
Government,Germany,CUST_ID_029,Montana,PROD_ID_003,Medium,645, $5.00 , $20.00 ," $12,900.00 "," $11,868.00 "," $6,450.00 "," $5,418.00 ",7/1/2019,7,Jul,2019
Small Business,France,CUST_ID_041,Montana,PROD_ID_003,Medium,1562, $5.00 , $300.00 ," $468,600.00 "," $431,112.00 "," $390,500.00 "," $40,612.00 ",8/1/2019,8,Aug,2019
Small Business,Canada,CUST_ID_041,Montana,PROD_ID_003,Medium,1283, $5.00 , $300.00 ," $384,900.00 "," $354,108.00 "," $320,750.00 "," $33,358.00 ",9/1/2018,9,Sep,2018
Midmarket,Germany,CUST_ID_054,Montana,PROD_ID_003,Medium,711, $5.00 , $15.00 ," $10,665.00 "," $9,811.80 "," $7,110.00 "," $2,701.80 ",12/1/2019,12,Dec,2019
Enterprise,Mexico,CUST_ID_015,Paseo,PROD_ID_003,Medium,1114, $10.00 , $125.00 ," $139,250.00 "," $128,110.00 "," $133,680.00 "," $(5,570.00)",3/1/2019,3,Mar,2019
Government,Germany,CUST_ID_102,Paseo,PROD_ID_003,Medium,1259, $10.00 , $7.00 ," $8,813.00 "," $8,107.96 "," $6,295.00 "," $1,812.96 ",4/1/2019,4,Apr,2019
Government,Germany,CUST_ID_033,Paseo,PROD_ID_004,Medium,1095, $10.00 , $7.00 ," $7,665.00 "," $7,051.80 "," $5,475.00 "," $1,576.80 ",5/1/2019,5,May,2019
Government,Germany,CUST_ID_033,Paseo,PROD_ID_004,Medium,1366, $10.00 , $20.00 ," $27,320.00 "," $25,134.40 "," $13,660.00 "," $11,474.40 ",6/1/2019,6,Jun,2019
Small Business,Mexico,CUST_ID_008,Paseo,PROD_ID_004,Medium,2460, $10.00 , $300.00 ," $738,000.00 "," $678,960.00 "," $615,000.00 "," $63,960.00 ",6/1/2019,6,Jun,2019
Government,USA,CUST_ID_035,Paseo,PROD_ID_006,Medium,678, $10.00 , $7.00 ," $4,746.00 "," $4,366.32 "," $3,390.00 ", $976.32 ,8/1/2019,8,Aug,2019
Government,Germany,CUST_ID_047,Paseo,PROD_ID_006,Medium,1598, $10.00 , $7.00 ," $11,186.00 "," $10,291.12 "," $7,990.00 "," $2,301.12 ",8/1/2019,8,Aug,2019
Government,Germany,CUST_ID_126,Paseo,PROD_ID_006,Medium,2409, $10.00 , $7.00 ," $16,863.00 "," $15,513.96 "," $12,045.00 "," $3,468.96 ",9/1/2018,9,Sep,2018
Government,Germany,CUST_ID_002,Paseo,PROD_ID_002,Medium,1934, $10.00 , $20.00 ," $38,680.00 "," $35,585.60 "," $19,340.00 "," $16,245.60 ",9/1/2019,9,Sep,2019
Government,Mexico,CUST_ID_057,Paseo,PROD_ID_005,Medium,2993, $10.00 , $20.00 ," $59,860.00 "," $55,071.20 "," $29,930.00 "," $25,141.20 ",9/1/2019,9,Sep,2019
Government,Germany,CUST_ID_090,Paseo,PROD_ID_005,Medium,2146, $10.00 , $350.00 ," $751,100.00 "," $691,012.00 "," $557,960.00 "," $133,052.00 ",11/1/2018,11,Nov,2018
Government,Mexico,CUST_ID_077,Paseo,PROD_ID_005,Medium,1946, $10.00 , $7.00 ," $13,622.00 "," $12,532.24 "," $9,730.00 "," $2,802.24 ",12/1/2018,12,Dec,2018
Government,Mexico,CUST_ID_136,Paseo,PROD_ID_005,Medium,1362, $10.00 , $350.00 ," $476,700.00 "," $438,564.00 "," $354,120.00 "," $84,444.00 ",12/1/2019,12,Dec,2019
Channel Partners,Canada,CUST_ID_049,Velo,PROD_ID_001,Medium,598, $120.00 , $12.00 ," $7,176.00 "," $6,601.92 "," $1,794.00 "," $4,807.92 ",3/1/2019,3,Mar,2019
Government,USA,CUST_ID_037,Velo,PROD_ID_001,Medium,2907, $120.00 , $7.00 ," $20,349.00 "," $18,721.08 "," $14,535.00 "," $4,186.08 ",6/1/2019,6,Jun,2019
Government,Germany,CUST_ID_119,Velo,PROD_ID_001,Medium,2338, $120.00 , $7.00 ," $16,366.00 "," $15,056.72 "," $11,690.00 "," $3,366.72 ",6/1/2019,6,Jun,2019
Small Business,France,CUST_ID_052,Velo,PROD_ID_002,Medium,386, $120.00 , $300.00 ," $115,800.00 "," $106,536.00 "," $96,500.00 "," $10,036.00 ",11/1/2018,11,Nov,2018
Small Business,Mexico,CUST_ID_007,Velo,PROD_ID_003,Medium,635, $120.00 , $300.00 ," $190,500.00 "," $175,260.00 "," $158,750.00 "," $16,510.00 ",12/1/2019,12,Dec,2019
Government,France,CUST_ID_015,VTT,PROD_ID_003,Medium,575, $250.00 , $350.00 ," $201,075.00 "," $184,989.00 "," $149,370.00 "," $35,619.00 ",4/1/2019,4,Apr,2019
Government,Germany,CUST_ID_096,VTT,PROD_ID_003,Medium,2338, $250.00 , $7.00 ," $16,366.00 "," $15,056.72 "," $11,690.00 "," $3,366.72 ",6/1/2019,6,Jun,2019
Government,France,CUST_ID_054,VTT,PROD_ID_003,Medium,381, $250.00 , $350.00 ," $133,350.00 "," $122,682.00 "," $99,060.00 "," $23,622.00 ",8/1/2019,8,Aug,2019
Government,Germany,CUST_ID_031,VTT,PROD_ID_003,Medium,422, $250.00 , $350.00 ," $147,700.00 "," $135,884.00 "," $109,720.00 "," $26,164.00 ",8/1/2019,8,Aug,2019
Small Business,Canada,CUST_ID_137,VTT,PROD_ID_004,Medium,2134, $250.00 , $300.00 ," $640,200.00 "," $588,984.00 "," $533,500.00 "," $55,484.00 ",9/1/2019,9,Sep,2019
Small Business,USA,CUST_ID_034,VTT,PROD_ID_004,Medium,808, $250.00 , $300.00 ," $242,400.00 "," $223,008.00 "," $202,000.00 "," $21,008.00 ",12/1/2018,12,Dec,2018
Government,Canada,CUST_ID_138,Amarilla,PROD_ID_006,Medium,708, $260.00 , $20.00 ," $14,160.00 "," $13,027.20 "," $7,080.00 "," $5,947.20 ",6/1/2019,6,Jun,2019
Government,USA,CUST_ID_093,Amarilla,PROD_ID_006,Medium,2907, $260.00 , $7.00 ," $20,349.00 "," $18,721.08 "," $14,535.00 "," $4,186.08 ",6/1/2019,6,Jun,2019
Government,Germany,CUST_ID_026,Amarilla,PROD_ID_002,Medium,1366, $260.00 , $20.00 ," $27,320.00 "," $25,134.40 "," $13,660.00 "," $11,474.40 ",6/1/2019,6,Jun,2019
Small Business,Mexico,CUST_ID_038,Amarilla,PROD_ID_002,Medium,2460, $260.00 , $300.00 ," $738,000.00 "," $678,960.00 "," $615,000.00 "," $63,960.00 ",6/1/2019,6,Jun,2019
Government,Germany,CUST_ID_026,Amarilla,PROD_ID_002,Medium,1520, $260.00 , $20.00 ," $30,400.00 "," $27,968.00 "," $15,200.00 "," $12,768.00 ",11/1/2019,11,Nov,2019
Midmarket,Germany,CUST_ID_028,Amarilla,PROD_ID_003,Medium,711, $260.00 , $15.00 ," $10,665.00 "," $9,811.80 "," $7,110.00 "," $2,701.80 ",12/1/2019,12,Dec,2019
Channel Partners,Mexico,CUST_ID_031,Amarilla,PROD_ID_003,Medium,1375, $260.00 , $12.00 ," $16,500.00 "," $15,180.00 "," $4,125.00 "," $11,055.00 ",12/1/2018,12,Dec,2018
Small Business,Mexico,CUST_ID_139,Amarilla,PROD_ID_004,Medium,635, $260.00 , $300.00 ," $190,500.00 "," $175,260.00 "," $158,750.00 "," $16,510.00 ",12/1/2019,12,Dec,2019
Government,USA,CUST_ID_077,VTT,PROD_ID_005,Medium,437, $250.00 , $20.00 ," $8,730.00 "," $8,031.60 "," $4,365.00 "," $3,666.60 ",7/1/2019,7,Jul,2019
Small Business,Canada,CUST_ID_036,Carretera,PROD_ID_005,Medium,1094, $3.00 , $300.00 ," $328,200.00 "," $298,662.00 "," $273,500.00 "," $25,162.00 ",6/1/2019,6,Jun,2019
Channel Partners,Mexico,CUST_ID_120,Carretera,PROD_ID_001,Medium,367, $3.00 , $12.00 ," $4,404.00 "," $4,007.64 "," $1,101.00 "," $2,906.64 ",10/1/2018,10,Oct,2018
Small Business,Canada,CUST_ID_129,Montana,PROD_ID_001,Medium,3803, $5.00 , $300.00 ," $1,140,750.00 "," $1,038,082.50 "," $950,625.00 "," $87,457.50 ",4/1/2019,4,Apr,2019
Government,France,CUST_ID_140,Montana,PROD_ID_003,Medium,1666, $5.00 , $350.00 ," $583,100.00 "," $530,621.00 "," $433,160.00 "," $97,461.00 ",5/1/2019,5,May,2019
Small Business,France,CUST_ID_016,Montana,PROD_ID_003,Medium,322, $5.00 , $300.00 ," $96,600.00 "," $87,906.00 "," $80,500.00 "," $7,406.00 ",9/1/2018,9,Sep,2018
